"from","to","weight"
"PCOLCE2","COL5A2",585
"PCOLCE2","COL5A1",580
"PCOLCE2","COL6A2",495
"CXCL3","COL1A1",474
"CXCL3","ICAM1",565
"CXCL3","THBS1",502
"CXCL3","GADD45A",489
"CXCL3","MMP9",646
"CXCL3","COL1A2",444
"CXCL3","CCL2",856
"CXCL3","SOCS3",462
"CXCL3","FN1",477
"CXCL5","FN1",401
"CXCL5","SERPINE1",425
"CXCL5","CCL2",891
"CXCL5","SPP1",464
"CXCL5","IGFBP3",493
"CXCL5","TIMP1",590
"CXCL5","MMP9",830
"CXCL5","THBS1",598
"CXCL5","ICAM1",683
"PPBP","F3",515
"PPBP","SPP1",525
"PPBP","FN1",594
"PPBP","SERPINE1",447
"PPBP","PLAT",482
"PPBP","CCL2",653
"PPBP","ICAM1",444
"PPBP","MMP9",440
"PPBP","TIMP1",424
"PPBP","CD44",580
"PPBP","THBS1",421
"PF4","TIMP1",447
"PF4","MMP9",472
"PF4","FCGR2B",474
"PF4","CD44",551
"PF4","THBS1",729
"PF4","ICAM1",524
"PF4","SERPINA1",632
"PF4","HSPG2",513
"PF4","FN1",770
"PF4","COL5A1",410
"PF4","CCL2",998
"PF4","BGN",433
"PF4","SERPINE1",507
"PF4","PLAT",506
"PF4","F3",720
"PF4","FCGR2A",895
"TRIM54","FLNC",690
"CDCP1","FN1",430
"CDCP1","COL1A1",440
"CLEC3B","PLAT",676
"CLEC3B","FN1",522
"CLEC3B","THBS1",589
"CLEC3B","LUM",407
"CCR1","CCL2",999
"CCR1","FCGR2A",536
"CCR1","MSR1",410
"CCR1","MMP9",571
"CCR1","FCGR2B",616
"CCR1","CD44",639
"CCR1","ICAM1",532
"CRIPTO","GABRB3",485
"CRIPTO","CD44",562
"ITGB5","LAMC1",814
"ITGB5","COL5A2",545
"ITGB5","COL5A1",437
"ITGB5","TNC",701
"ITGB5","COL6A3",835
"ITGB5","COL4A1",834
"ITGB5","COL6A2",859
"ITGB5","ACTA2",628
"ITGB5","IBSP",909
"ITGB5","TNR",680
"ITGB5","MYL9",661
"ITGB5","SPP1",968
"ITGB5","COL1A2",791
"ITGB5","ACTN1",785
"ITGB5","COL4A2",857
"ITGB5","CCL2",542
"ITGB5","FN1",995
"ITGB5","COL1A1",859
"ITGB5","FLNC",813
"ITGB5","LAMB1",866
"ITGB5","THBS1",859
"ITGB5","CD44",513
"ITGB5","COL3A1",619
"ITGB5","ACTG2",569
"ITGB5","ITGA5",991
"RHO","ICAM1",457
"RHO","CCK",463
"MASP1","C1R",769
"MASP1","PLAU",710
"MASP1","PLAUR",570
"MASP1","SERPING1",990
"MASP1","F3",674
"MASP1","CFI",647
"MASP1","HSPG2",421
"IL17RD","FN1",611
"ADH5","CCL2",457
"H2AZ1","TUBA1C",432
"H2AZ1","THBS1",444
"EMCN","ACTA2",457
"CAMP","CCL2",507
"CAMP","FN1",597
"CAMP","MMP9",789
"CAMP","SERPINA1",629
"CAMP","ICAM1",407
"BSN","ATP6V1G2",416
"BSN","CPLX1",428
"BSN","GRIA2",470
"BSN","GRIN1",545
"BSN","SNAP25",750
"PRSS12","MMP9",450
"NDST3","HSPG2",582
"ANXA5","HMOX1",627
"ANXA5","CCK",891
"ANXA5","IBSP",521
"ANXA5","FCGR2B",501
"ANXA5","MMP9",662
"ANXA5","TIMP1",516
"ANXA5","FCGR2A",512
"ANXA5","F3",854
"ANXA5","SPP1",411
"ANXA5","CCL2",539
"ANXA5","FN1",597
"ANXA5","VIM",679
"ANXA5","ICAM1",591
"ANXA5","CD44",733
"ANXA5","GADD45A",439
"GUCY1A1","ACTA2",407
"GRIA2","NLGN2",516
"GRIA2","AP2S1",519
"GRIA2","CAMK2B",953
"GRIA2","GABRA3",622
"GRIA2","AMPH",668
"GRIA2","OLFM3",633
"GRIA2","RBFOX3",485
"GRIA2","PICK1",999
"GRIA2","OPCML",424
"GRIA2","HTR3B",616
"GRIA2","SYP",696
"GRIA2","LRRC4B",445
"GRIA2","SYT1",575
"GRIA2","ARC",567
"GRIA2","GRIK4",641
"GRIA2","PPP1CC",901
"GRIA2","GABRB3",685
"GRIA2","GFAP",678
"GRIA2","DRD1",668
"GRIA2","CACNG8",994
"GRIA2","CACNG4",907
"GRIA2","DNM1",571
"GRIA2","PPFIA3",417
"GRIA2","SLC1A3",535
"GRIA2","SORCS3",433
"GRIA2","MYO5A",430
"GRIA2","NSG1",645
"GRIA2","RABIF",455
"GRIA2","EFNB3",562
"GRIA2","LRRTM1",453
"GRIA2","DLGAP2",422
"GRIA2","HTR3D",579
"GRIA2","APP",487
"GRIA2","CTBP2",688
"GRIA2","NETO2",462
"GRIA2","NRN1",411
"GRIA2","GAD2",623
"GRIA2","PVALB",559
"GRIA2","SLC6A1",598
"GRIA2","NPTX2",500
"GRIA2","REST",449
"GRIA2","GRIN2D",800
"GRIA2","KCND2",456
"GRIA2","KCNA1",660
"GRIA2","GABRA6",432
"GRIA2","CACNA1B",404
"GRIA2","MEGF10",436
"GRIA2","LRFN5",446
"GRIA2","GSR",793
"GRIA2","GABRA1",641
"GRIA2","FOS",424
"GRIA2","GABRD",523
"GRIA2","FRRS1L",453
"GRIA2","HTR1A",581
"GRIA2","CACNG3",923
"GRIA2","SHANK1",563
"GRIA2","SNAP91",659
"GRIA2","CPT1C",475
"GRIA2","GRIN2B",885
"GRIA2","GRIN2A",933
"GRIA2","KCNC2",411
"GRIA2","GRID2",858
"GRIA2","SST",403
"GRIA2","GPM6A",588
"GRIA2","GRM6",546
"GRIA2","PIK3R1",415
"GRIA2","ELAVL4",492
"GRIA2","SYNGAP1",509
"GRIA2","PRKCA",605
"GRIA2","HTR3C",576
"GRIA2","SYN1",684
"GRIA2","GRIA4",999
"GRIA2","GRIP2",935
"GRIA2","SLC1A2",685
"GRIA2","LRFN1",407
"GRIA2","VWC2L",633
"GRIA2","BIN1",622
"GRIA2","GABRG1",497
"GRIA2","CACNA2D1",409
"GRIA2","AZIN1",625
"GRIA2","SLITRK1",421
"GRIA2","CNIH1",798
"GRIA2","GRIN1",901
"GRIA2","GABRA4",532
"GRIA2","LRRC7",684
"GRIA2","RIMS1",648
"GRIA2","SLC1A1",608
"GRIA2","CTNNB1",615
"GRIA2","GOPC",497
"GRIA2","COG3",477
"GRIA2","GRM1",809
"GRIA2","FMR1",507
"GRIA2","PRKACG",936
"GRIA2","KCNQ2",416
"GRIA2","BSN",470
"GRIA2","PRKCG",720
"GRIA2","MAP2",515
"GRIA2","HDAC2",593
"GRIA2","MPP2",502
"GRIA2","PRKACA",937
"GRIA2","DLG2",815
"GRIA2","DLGAP3",401
"GRIA2","CALM3",434
"GRIA2","OLFM2",770
"GRIA2","HTR2A",470
"GRIA2","AP2M1",590
"GRIA2","GAD1",730
"GRIA2","SYN3",488
"GRIA2","KIF5A",881
"GRIA2","CHAT",589
"GRIA2","CNIH2",990
"GRIA2","GRIA1",999
"GRIA2","LYN",904
"GRIA2","NRXN1",695
"GRIA2","GRM4",551
"GRIA2","CNTN2",426
"GRIA2","KIF5C",887
"GRIA2","AP2B1",547
"GRIA2","KCNC1",414
"GRIA2","GABRA5",498
"GRIA2","ARFGEF2",418
"GRIA2","SHISA7",738
"GRIA2","GABBR1",514
"GRIA2","GNG3",430
"GRIA2","LRFN2",411
"GRIA2","SHISA8",566
"GRIA2","RAB39B",406
"GRIA2","HTR3A",806
"GRIA2","GAP43",401
"GRIA2","GABRG2",623
"GRIA2","GABBR2",547
"GRIA2","VAMP2",497
"GRIA2","GRIN2C",822
"GRIA2","LRRTM2",681
"GRIA2","ADA",669
"GRIA2","SLC17A7",822
"GRIA2","MAG",404
"GRIA2","CALML4",404
"GRIA2","HTR5A",404
"GRIA2","FXR2",402
"GRIA2","SLC32A1",742
"GRIA2","GSG1L",561
"GRIA2","SIN3A",717
"GRIA2","AP2A1",546
"GRIA2","MPP3",423
"GRIA2","ADARB1",822
"GRIA2","NLGN1",640
"GRIA2","ANKS1B",402
"GRIA2","SYN2",568
"GRIA2","GRIK2",767
"GRIA2","GRIN3A",845
"GRIA2","PRLHR",444
"GRIA2","CTNND2",433
"GRIA2","SYT4",614
"GRIA2","SPOCK3",409
"GRIA2","SHISA6",688
"GRIA2","NRXN2",607
"GRIA2","NLGN3",535
"GRIA2","SHISA9",855
"GRIA2","NPTX1",444
"GRIA2","PTPN5",633
"GRIA2","MAPT",483
"GRIA2","MAPK8IP3",588
"GRIA2","CHRNB2",442
"GRIA2","NLGN4Y",426
"GRIA2","GRIN3B",787
"GRIA2","STMN4",449
"GRIA2","DNAAF2",461
"GRIA2","SLC17A6",661
"GRIA2","CACNA1A",581
"GRIA2","ADAR",730
"GRIA2","CAMK2A",977
"GRIA2","HTR3E",594
"GRIA2","HOMER1",596
"GRIA2","SLC12A5",499
"GRIA2","RNF167",513
"GRIA2","RAP2A",572
"GRIA2","NRXN3",416
"GRIA2","KALRN",691
"GRIA2","NLGN4X",485
"GRIA2","DRD2",497
"GRIA2","EFNB2",533
"GRIA2","GABARAPL2",439
"GRIA2","DLG4",968
"GRIA2","GRIK3",676
"GRIA2","PPP1CB",907
"GRIA2","CNIH3",981
"GRIA2","NAPA",507
"GRIA2","MECP2",710
"GRIA2","CNTN1",403
"GRIA2","CCNI",460
"GRIA2","THRB",410
"GRIA2","NEIL1",490
"GRIA2","DGUOK",508
"GRIA2","EPS8",416
"GRIA2","CYFIP2",522
"GRIA2","CAMK2D",595
"GRIA2","SOD1",479
"GRIA2","GRIP1",999
"GRIA2","DLG1",809
"GRIA2","SV2A",474
"GRIA2","NEFL",669
"GRIA2","PTK2B",639
"GRIA2","STIM1",645
"GRIA2","PRTN3",433
"GRIA2","ADARB2",751
"GRIA2","ACTN2",595
"GRIA2","GPRIN2",509
"GRIA2","GRM2",636
"GRIA2","ACTB",447
"GRIA2","NOVA1",465
"GRIA2","STIM2",629
"GRIA2","PRKCB",520
"GRIA2","VWA3A",428
"GRIA2","GAPDH",729
"GRIA2","ABHD6",526
"GRIA2","GPHN",520
"GRIA2","SLC6A3",405
"GRIA2","CACNG2",995
"GRIA2","AFDN",410
"GRIA2","GRIK5",520
"GRIA2","PPP1R1B",407
"GRIA2","CREB1",492
"GRIA2","EFNB1",519
"GRIA2","SHANK2",637
"GRIA2","SNAP25",707
"GRIA2","L1CAM",524
"GRIA2","CACNG7",883
"GRIA2","FLNA",473
"GRIA2","CAMK2G",630
"GRIA2","STXBP1",406
"GRIA2","RPH3A",423
"GRIA2","HDAC1",584
"GRIA2","AP2A2",531
"GRIA2","HTR2C",457
"GRIA2","KCNA2",493
"GRIA2","TARDBP",552
"GRIA2","KIF5B",832
"GRIA2","GRM7",834
"GRIA2","KCNJ9",489
"GRIA2","GLRB",619
"GRIA2","DLG3",789
"GRIA2","GRIK1",549
"GRIA2","AGAP2",664
"GRIA2","CACNA1D",403
"GRIA2","IQSEC1",623
"GRIA2","NSF",942
"GRIA2","CDH2",982
"GRIA2","GABRB1",521
"GRIA2","NTRK2",612
"GRIA2","VWC2",641
"GRIA2","LRRC4C",423
"GRIA2","NETO1",504
"GRIA2","RAB11A",486
"GRIA2","TSPAN7",592
"GRIA2","JUN",476
"GRIA2","SEZ6L",430
"GRIA2","BDNF",618
"GRIA2","CNR1",430
"GRIA2","GABRB2",568
"GRIA2","GRIA3",999
"GRIA2","PPP1CA",908
"GRIA2","PRKACB",939
"GRIA2","KARS1",512
"GRIA2","EPHA7",440
"GRIA2","TMEM63B",408
"GRIA2","PRLH",435
"GRIA2","STMN2",476
"GRIA2","TRIM58",456
"GRIA2","CDH17",738
"GRIA2","SYNDIG1",721
"GRIA2","GRM3",744
"GRIA2","GRM8",616
"GRIA2","DLGAP1",722
"GRIA2","EPB41L1",485
"GRIA2","GABRA2",555
"GRIA2","CPLX2",459
"GRIA2","GRM5",852
"GRIA2","CACNG5",907
"GRIA2","SCN2A",488
"GRIA2","CNIH4",865
"NAA15","GRIN1",545
"IL15","FCGR2A",443
"IL15","CCL2",796
"IL15","SOCS3",628
"IL15","ICAM1",767
"IL15","CD44",770
"IL15","THBS1",526
"IL15","MMP9",479
"IL15","FCGR2B",438
"ITGA2","COL4A2",765
"ITGA2","CCL2",532
"ITGA2","ACTN1",776
"ITGA2","FN1",986
"ITGA2","FCGR2A",488
"ITGA2","COL1A2",973
"ITGA2","SPP1",762
"ITGA2","THBS1",870
"ITGA2","CD44",727
"ITGA2","LAMB1",784
"ITGA2","FLNC",722
"ITGA2","ITGA5",962
"ITGA2","COL3A1",976
"ITGA2","HSPG2",937
"ITGA2","COL1A1",983
"ITGA2","ICAM1",679
"ITGA2","COL8A1",547
"ITGA2","SERPINE1",614
"ITGA2","COL4A1",781
"ITGA2","COL6A3",781
"ITGA2","TNC",730
"ITGA2","COL5A2",521
"ITGA2","COL5A1",500
"ITGA2","MRC2",495
"ITGA2","LAMC1",792
"ITGA2","IBSP",701
"ITGA2","FCGR2B",460
"ITGA2","TNR",686
"ITGA2","MMP9",421
"ITGA2","LUM",589
"ITGA2","COL6A2",818
"SLC45A2","COL1A1",507
"SLC45A2","FN1",580
"EDIL3","ICAM1",412
"EDIL3","COL4A1",475
"F2RL1","CCL2",443
"F2RL1","F3",716
"TCERG1","GRIK2",502
"AFAP1L1","GADD45G",710
"MAP1B","CACNA1A",436
"MAP1B","GRIK2",534
"MAP1B","VIM",433
"MAP1B","SOCS3",436
"MAP1B","SNAP25",570
"MAP1B","SLC1A6",431
"CARTPT","CCK",673
"RICTOR","CD44",506
"RICTOR","SERPINA1",446
"TLR3","FCGR2B",421
"TLR3","MMP9",432
"TLR3","SOCS3",483
"TLR3","CCL2",707
"TLR3","FN1",418
"TLR3","FCGR2A",432
"TLR3","CD44",415
"TLR3","ICAM1",559
"IL3","FCGR2A",432
"IL3","CCL2",686
"IL3","FN1",479
"IL3","ICAM1",513
"IL3","CD44",588
"IL3","FCGR2B",442
"CSF2","ICAM1",742
"CSF2","FCGR2B",596
"CSF2","TIMP1",544
"CSF2","MMP9",658
"CSF2","PLAU",446
"CSF2","CD44",745
"CSF2","F3",469
"CSF2","SPP1",478
"CSF2","FCGR2A",608
"CSF2","MSR1",405
"CSF2","FN1",586
"CSF2","CCL2",931
"CSF2","SERPINE1",490
"CSF2","SOCS3",496
"NPM1","TUBA1C",462
"NPM1","MMP9",487
"NPM1","FN1",693
"NPM1","MSN",645
"NPM1","GADD45A",655
"IL22RA2","SOCS3",457
"IL22RA2","FN1",415
"SCIN","PDLIM1",485
"SCIN","TNC",515
"SCIN","SERPINA1",620
"SCIN","ACTN1",606
"SCIN","FN1",717
"SCIN","MSN",497
"SCIN","FLNC",730
"MYOZ3","ACTN1",710
"MYOZ3","FLNC",833
"NEUROD6","SNAP25",416
"NEUROD6","HES5",434
"SAMTOR","ATP6V1G2",414
"CAMLG","HMOX1",499
"HSPA9","TUBA1C",517
"HSPA9","ACTA2",501
"STEAP1","COL3A1",459
"STEAP1","COL5A2",513
"FABP5","FN1",532
"SHH","CD44",725
"SHH","HOXD10",693
"SHH","HSPG2",627
"SHH","FN1",716
"SHH","WNT7B",555
"SHH","SPP1",420
"SHH","MMP9",471
"SHH","HES5",507
"SHH","GRIA4",412
"CHMP4C","STEAP3",541
"CHMP4C","TUBA1C",508
"FNDC1","COL3A1",479
"FNDC1","COL1A1",444
"FNDC1","COL1A2",405
"COL1A2","MMP12",516
"COL1A2","COL23A1",537
"COL1A2","CXCL3",444
"COL1A2","COL11A2",953
"COL1A2","SERPINF1",669
"COL1A2","APOC1",417
"COL1A2","ITGA11",927
"COL1A2","FKBP10",871
"COL1A2","COL27A1",522
"COL1A2","ACAN",595
"COL1A2","MPLKIP",424
"COL1A2","CALD1",443
"COL1A2","LOX",788
"COL1A2","LAMA2",490
"COL1A2","MYLK",462
"COL1A2","PPIC",498
"COL1A2","COL4A3",547
"COL1A2","SERPINE1",694
"COL1A2","HLA-DRA",440
"COL1A2","HSPA5",521
"COL1A2","FGF2",444
"COL1A2","CTNNB1",429
"COL1A2","MMP14",495
"COL1A2","LAMA4",614
"COL1A2","ITGB4",739
"COL1A2","FOSL2",504
"COL1A2","THBS2",858
"COL1A2","RFX1",422
"COL1A2","COL6A3",968
"COL1A2","COL6A6",539
"COL1A2","COL4A6",576
"COL1A2","MYOC",410
"COL1A2","COL4A1",757
"COL1A2","COL9A3",523
"COL1A2","P4HA2",679
"COL1A2","C1QC",529
"COL1A2","FBN2",516
"COL1A2","COL12A1",793
"COL1A2","TGFBR2",518
"COL1A2","PLS3",474
"COL1A2","SP1",703
"COL1A2","COL19A1",504
"COL1A2","AEBP1",578
"COL1A2","ACP5",593
"COL1A2","COL5A1",989
"COL1A2","GALK1",412
"COL1A2","COL5A2",998
"COL1A2","PRRX2",414
"COL1A2","POSTN",918
"COL1A2","FETUB",530
"COL1A2","COL20A1",517
"COL1A2","SERPINH1",879
"COL1A2","TPM2",563
"COL1A2","RRBP1",404
"COL1A2","TIMM44",410
"COL1A2","DCN",930
"COL1A2","PLOD1",777
"COL1A2","TGFBR1",511
"COL1A2","C1R",409
"COL1A2","LTBP1",606
"COL1A2","PCOLCE2",638
"COL1A2","MOXD1",443
"COL1A2","IGFBP3",468
"COL1A2","TGFB2",514
"COL1A2","MXRA5",579
"COL1A2","MSR1",613
"COL1A2","LTBP2",526
"COL1A2","CD36",735
"COL1A2","MFAP2",509
"COL1A2","ADAMTS14",621
"COL1A2","TGFB1I1",444
"COL1A2","CCDC80",539
"COL1A2","PTPRC",416
"COL1A2","LAMC1",701
"COL1A2","COL10A1",755
"COL1A2","MMP2",853
"COL1A2","COLGALT2",575
"COL1A2","ITGB7",695
"COL1A2","BMP4",450
"COL1A2","MMP11",410
"COL1A2","PDGFRA",665
"COL1A2","PTGS2",580
"COL1A2","DACT1",439
"COL1A2","ASPN",714
"COL1A2","ADAMTS4",807
"COL1A2","CDH11",693
"COL1A2","COL6A1",875
"COL1A2","SNAI2",410
"COL1A2","COL9A1",552
"COL1A2","ZNF384",503
"COL1A2","SP7",717
"COL1A2","C5AR1",426
"COL1A2","NID2",536
"COL1A2","PDGFB",487
"COL1A2","TK2",492
"COL1A2","IBSP",499
"COL1A2","ITGA10",724
"COL1A2","PLOD3",681
"COL1A2","FSTL1",633
"COL1A2","ANXA1",564
"COL1A2","TIMP1",671
"COL1A2","CXCL12",727
"COL1A2","MMP9",904
"COL1A2","ITGAV",889
"COL1A2","FNDC1",405
"COL1A2","PTH",595
"COL1A2","UBD",459
"COL1A2","AKT1",452
"COL1A2","EGFR",591
"COL1A2","UBE2C",476
"COL1A2","FBN1",965
"COL1A2","TNFSF11",480
"COL1A2","CD248",686
"COL1A2","TIMP3",662
"COL1A2","VCAN",756
"COL1A2","CTSK",594
"COL1A2","PODN",525
"COL1A2","COL26A1",675
"COL1A2","RFX5",467
"COL1A2","ITGB3",884
"COL1A2","TNFRSF11B",406
"COL1A2","SMAD7",488
"COL1A2","KRT19",409
"COL1A2","ACTA2",814
"COL1A2","IFIT1",445
"COL1A2","BGLAP",858
"COL1A2","ITGA2",973
"COL1A2","TWIST1",432
"COL1A2","COL9A2",725
"COL1A2","EFEMP2",559
"COL1A2","CRTAP",964
"COL1A2","IGFBP5",494
"COL1A2","COL15A1",702
"COL1A2","TSSK1B",643
"COL1A2","COL6A2",908
"COL1A2","LAMA5",761
"COL1A2","LUM",999
"COL1A2","MMP7",613
"COL1A2","PDGFA",581
"COL1A2","SLC26A2",417
"COL1A2","HAS2",440
"COL1A2","ITGB1",988
"COL1A2","ITGB6",750
"COL1A2","MMP3",680
"COL1A2","BMP2",504
"COL1A2","ACTG1",424
"COL1A2","ITGA7",727
"COL1A2","PRKAR2B",402
"COL1A2","WNT1",450
"COL1A2","ALB",464
"COL1A2","ISLR",623
"COL1A2","SPTAN1",445
"COL1A2","B4GALT7",576
"COL1A2","VWF",659
"COL1A2","SDC1",715
"COL1A2","SCARB1",739
"COL1A2","CCL3",520
"COL1A2","CCL2",473
"COL1A2","TLL2",516
"COL1A2","BGN",938
"COL1A2","FAT1",468
"COL1A2","COL4A2",786
"COL1A2","PHEX",419
"COL1A2","NID1",533
"COL1A2","S100A4",509
"COL1A2","PTGIS",435
"COL1A2","SPARC",959
"COL1A2","TNMD",484
"COL1A2","COMP",551
"COL1A2","COL4A4",519
"COL1A2","IGFBP7",487
"COL1A2","ITGA1",855
"COL1A2","SMAD2",703
"COL1A2","RELN",500
"COL1A2","CCN2",835
"COL1A2","LAMA3",520
"COL1A2","FBLN1",632
"COL1A2","LOXL2",516
"COL1A2","COL28A1",586
"COL1A2","HDAC1",409
"COL1A2","P3H2",599
"COL1A2","COL22A1",558
"COL1A2","FN1",982
"COL1A2","INPP1",418
"COL1A2","MFAP5",506
"COL1A2","MMP10",438
"COL1A2","TGFB1",804
"COL1A2","TAGLN",744
"COL1A2","ERAL1",444
"COL1A2","KRT14",565
"COL1A2","PDGFRB",629
"COL1A2","FOXO1",434
"COL1A2","F13A1",523
"COL1A2","SMAD3",799
"COL1A2","CXCR2",477
"COL1A2","GJA1",476
"COL1A2","FAP",446
"COL1A2","COLGALT1",757
"COL1A2","SFRP2",469
"COL1A2","COL18A1",575
"COL1A2","ALPL",559
"COL1A2","TLL1",599
"COL1A2","PLOD2",817
"COL1A2","TLN1",414
"COL1A2","PTK2",727
"COL1A2","ADAM12",428
"COL1A2","MYL9",441
"COL1A2","LOXL1",638
"COL1A2","ITGA2B",690
"COL1A2","CTHRC1",684
"COL1A2","TNXB",463
"COL1A2","TMEM38B",582
"COL1A2","YBX1",603
"COL1A2","CXCL2",425
"COL1A2","INHBA",599
"COL1A2","BMP1",784
"COL1A2","COL21A1",581
"COL1A2","EIF4E",416
"COL1A2","COL5A3",930
"COL1A2","FBLN5",705
"COL1A2","PXDNL",417
"COL1A2","DPT",414
"COL1A2","IL4",543
"COL1A2","SLC39A13",581
"COL1A2","FGFR3",508
"COL1A2","IL6",490
"COL1A2","ADIPOQ",477
"COL1A2","MFAP4",468
"COL1A2","SDC4",713
"COL1A2","CREB3L1",537
"COL1A2","COL24A1",491
"COL1A2","MKX",414
"COL1A2","COL13A1",555
"COL1A2","COL16A1",822
"COL1A2","SPP1",570
"COL1A2","COL7A1",534
"COL1A2","ITGB8",723
"COL1A2","JUN",621
"COL1A2","SMAD4",715
"COL1A2","SEC24D",446
"COL1A2","LPAR1",443
"COL1A2","EP300",607
"COL1A2","ADAMTS12",404
"COL1A2","CCL22",455
"COL1A2","EFEMP1",427
"COL1A2","MMP1",659
"COL1A2","CD44",988
"COL1A2","OGN",557
"COL1A2","GP6",908
"COL1A2","LTBP3",437
"COL1A2","THBS1",590
"COL1A2","SGCE",484
"COL1A2","IL1B",447
"COL1A2","P3H1",945
"COL1A2","TNF",467
"COL1A2","PEPD",464
"COL1A2","ADAMTS2",946
"COL1A2","COL11A1",992
"COL1A2","ITGA8",747
"COL1A2","COL17A1",543
"COL1A2","MGP",532
"COL1A2","LAMB1",599
"COL1A2","PXDN",544
"COL1A2","COL8A2",574
"COL1A2","LRP5",407
"COL1A2","FKBP14",434
"COL1A2","CDKL2",421
"COL1A2","ACTG2",455
"COL1A2","MMP13",553
"COL1A2","COL4A5",789
"COL1A2","ITGA5",869
"COL1A2","THBS4",456
"COL1A2","SCARB2",737
"COL1A2","PCOLCE",963
"COL1A2","COL3A1",999
"COL1A2","CCNB1",449
"COL1A2","PTN",528
"COL1A2","ITGA6",751
"COL1A2","SOX9",535
"COL1A2","ITGBL1",415
"COL1A2","ZEB2",637
"COL1A2","MYO16",401
"COL1A2","P4HB",662
"COL1A2","SFRP4",405
"COL1A2","TGFBI",738
"COL1A2","THY1",734
"COL1A2","CAMKMT",459
"COL1A2","IGF1",527
"COL1A2","HSPG2",450
"COL1A2","TGFB3",575
"COL1A2","NMU",402
"COL1A2","SUGCT",443
"COL1A2","SOST",541
"COL1A2","FPR2",450
"COL1A2","IFITM5",625
"COL1A2","MYH11",451
"COL1A2","COPZ2",454
"COL1A2","KCNIP4",436
"COL1A2","COL25A1",532
"COL1A2","P3H3",584
"COL1A2","COL1A1",999
"COL1A2","ITGA3",777
"COL1A2","JUNB",433
"COL1A2","ANTXR1",421
"COL1A2","ACTB",533
"COL1A2","PRRX1",541
"COL1A2","PPIB",876
"COL1A2","APOA2",429
"COL1A2","P4HA3",591
"COL1A2","GAPDH",589
"COL1A2","SLC2A10",455
"COL1A2","SULF1",587
"COL1A2","PECAM1",482
"COL1A2","TOP2A",476
"COL1A2","COL8A1",771
"COL1A2","PALLD",411
"COL1A2","COL2A1",883
"COL1A2","COL14A1",788
"COL1A2","ADAMTS3",606
"COL1A2","VIM",574
"COL1A2","FBLN2",713
"COL1A2","ITGA4",730
"COL1A2","IL13",539
"COL1A2","AGT",428
"COL1A2","P4HA1",691
"COL1A2","DDR2",477
"COL1A2","ITGA9",705
"COL1A2","FMOD",695
"COL1A2","TIMP2",555
"COL1A2","RUNX2",589
"COL1A2","ITGB5",791
"PGAM2","ALDOC",930
"PGAM2","HK3",433
"LMTK2","MSR1",418
"RGS20","SLC1A6",477
"SOX17","FN1",402
"TNFRSF11B","IBSP",513
"TNFRSF11B","COL1A1",729
"TNFRSF11B","COL1A2",406
"TNFRSF11B","SPP1",470
"EN2","MMP9",402
"TMEM74","RPRM",416
"NOS3","MMP9",730
"NOS3","TIMP1",415
"NOS3","NPPA",544
"NOS3","SERPINE1",610
"NOS3","COL4A1",452
"NOS3","HMOX1",770
"NOS3","THBS1",442
"NOS3","ICAM1",709
"NOS3","PLAT",523
"NOS3","CCL2",628
"NOS3","FN1",519
"NOS3","F3",526
"ABCB8","ATP1A3",756
"ABCB8","ABCC8",633
"MICALL2","ACTN1",953
"DCSTAMP","MMP9",753
"NFIL3","ICAM1",448
"ALDH1A1","CD44",840
"ALDH1A1","VIM",468
"ALDH1A1","FN1",426
"ALDH1A1","MMP9",408
"CCDC136","FLNC",411
"COL14A1","COL1A2",788
"COL14A1","BGN",514
"COL14A1","COL4A2",670
"COL14A1","FN1",740
"COL14A1","COL1A1",783
"COL14A1","COL8A1",614
"COL14A1","ICAM1",574
"COL14A1","LAMB1",624
"COL14A1","CD44",618
"COL14A1","COL3A1",701
"COL14A1","COL20A1",532
"COL14A1","LAMC1",646
"COL14A1","COL5A1",786
"COL14A1","COL5A2",752
"COL14A1","COL4A1",566
"COL14A1","COL6A3",607
"COL14A1","LUM",726
"COL14A1","COL6A2",799
"COL14A1","ACTA2",404
"COL14A1","MMP9",854
"VEGFD","MMP9",488
"VEGFD","THBS1",412
"VEGFD","CD44",539
"VEGFD","ICAM1",405
"VEGFD","CCL2",446
"LRFN5","FN1",517
"LRFN5","GRIA2",446
"CFL2","FN1",490
"CFL2","ACTN1",900
"CFL2","MYL9",480
"CFL2","ACTG2",493
"CFL2","FLNC",841
"CFL2","ICAM1",519
"CFL2","MSN",646
"CFL2","TUBA1C",530
"CFL2","MMP9",574
"CFL2","ACTA2",477
"FOLR2","MSR1",414
"INPPL1","SOCS3",449
"INPPL1","FLNC",766
"INPPL1","FCGR2B",970
"PCF11","CFI",409
"LRR1","LUM",579
"LRR1","BGN",644
"DNAAF2","SNAP25",424
"DNAAF2","GRIA2",461
"ARF6","MSN",411
"NGB","GABRD",439
"NGB","HMOX1",416
"NGB","CCK",407
"TRIM9","SNAP25",887
"ABRAXAS2","LAMC1",401
"PRDX3","HMOX1",472
"CLEC1B","F3",611
"CLEC1B","FCGR2A",678
"CLEC1B","CD44",483
"CLEC1B","ICAM1",534
"TSC1","COL5A1",553
"TSC1","MSN",637
"TSC1","STEAP3",493
"TSC1","MYL9",467
"HPRT1","TUBA1C",424
"HPRT1","CCL2",510
"HPRT1","CD44",470
"HPRT1","COL1A1",451
"METTL3","CCL2",418
"METTL3","CCK",464
